timestamp,sector,rainfall,temperature,humidity,soil_moisture,vibration,deformation,slope_angle,slope_height,blast_activity,crack_growth,previous_events,rockfall_event
2026-01-01 00:00:00,C1,17.614640946856937,33.80977705728722,75.05381127251495,32.14679974084628,0.3069167726260653,0.7287208684116672,66.8456474614653,223.0829383286507,0,1.4103065392492462,2,0
2026-01-01 00:15:00,B1,2.826698282465603,32.29270876920857,68.89164312877308,21.753582225165186,0.7152105187525859,4.708682759360026,62.270479394721434,184.50181419186646,0,3.847127529420644,1,0
2026-01-01 00:30:00,C2,2.1857401429754963,31.927880180555366,83.0460111859834,23.852245555817813,0.22801882142342814,0.5431650485067203,61.406947131666755,229.27760087457003,0,0.45470514534819206,0,0
2026-01-01 00:45:00,B2,9.57921418504323,20.974854358187663,62.68825656777513,28.861615453723104,0.13510290580258738,2.815687047840378,43.41216004894427,198.7763792067261,0,4.127474356229633,1,1
2026-01-01 01:00:00,C1,6.724166616293451,24.74357821602646,66.61815124832552,25.086642500041197,0.5648855734148198,2.1464721257737525,38.385739543742794,35.02839244903768,0,0.3279340993747721,0,0
2026-01-01 01:15:00,A3,11.57588601590607,28.88931606625701,42.3891191089167,25.586015139722885,0.7694129902777131,0.5447960511163783,64.6926927941442,242.37083267227575,0,1.902698615245755,1,0
2026-01-01 01:30:00,C1,6.073991053132229,30.63936247705454,77.53230423250696,27.554042253492312,0.23877150566150115,8.96426848977806,72.97806516464888,175.06222520646008,0,1.4792212084635517,0,0
2026-01-01 01:45:00,C2,13.830519361847692,29.377717385787037,65.94069939197041,33.0035194617843,0.21786103817479852,3.5817113393391096,60.7400389834479,83.5047095528571,0,0.5586655966530418,1,0
2026-01-01 02:00:00,B2,2.449867337737418,31.36138390605499,63.137028370387775,24.139171006454482,0.18523952455914083,3.051119008957432,73.09532635128102,118.83859253755197,0,3.3852592007251587,1,0
2026-01-01 02:15:00,B1,2.010040491002929,19.483497251286803,61.56063579677161,21.495604414340292,0.3744069345444131,1.5187436354123838,36.241515730168416,171.34823194295834,0,3.057489744666878,0,0
2026-01-01 02:30:00,C2,10.230360599812213,32.52832151409667,60.76581419439132,22.822561948935796,0.4290047811062942,1.9835775009535666,64.02807169971211,44.429097482132306,1,1.977334210034784,1,0
2026-01-01 02:45:00,C2,6.731962040799275,30.31068777905998,77.73529926310975,25.566611786262076,0.6418665426011443,4.77894039097907,56.446844160295775,129.37677981804796,0,2.7081432693840957,0,0
2026-01-01 03:00:00,A3,5.811572540345486,29.062750206208474,51.116164396678094,22.415622837538216,0.10418257616561269,3.1125127919113638,58.1955861918716,182.66214580953687,0,6.757917436758896,0,1
2026-01-01 03:15:00,B3,12.937448037022424,34.63656017263464,76.15240425467574,15.239462276279125,0.35155714671530236,2.212809497311362,44.42530049845726,47.58087528986596,1,3.826119626041216,0,0
2026-01-01 03:30:00,B2,33.7412109126921,24.77233308315222,40.919831397711235,52.30103521482711,0.38625736608614236,1.8569647895325603,63.530580990535114,56.475499979416085,1,4.155267941731227,2,1
2026-01-01 03:45:00,A2,19.731719697970593,28.81552573686004,36.25163233926724,36.61761486576896,0.5252491176221415,0.773727265468773,53.34041888366063,200.8826166159808,1,3.503362432034237,0,1
2026-01-01 04:00:00,C2,13.329105049086316,31.422092056992437,86.16092203689867,29.85506862075149,0.2933945913930678,1.299869110333458,69.23186659836679,166.73518569260244,1,1.2582778657668776,1,1
2026-01-01 04:15:00,B3,5.605436479928948,25.734943456951793,49.65678475595213,27.87745723622482,0.3640030541233841,2.950096478419476,54.01944706005465,186.69575303451992,1,1.8038200114420444,1,0
2026-01-01 04:30:00,A2,23.895443938726068,19.983280109589206,66.5869143506291,32.63743737526191,0.6851138330417976,3.2878031837324695,61.35294953295337,180.10025940846194,0,2.0133724567331788,1,1
2026-01-01 04:45:00,B2,2.7134985727388927,24.23479944827301,60.97992720250418,31.551078621430488,0.42382848289425845,2.9419632296999847,42.597738260411624,153.05739531896296,0,2.2020433707259763,0,0
2026-01-01 05:00:00,A1,11.286379738931295,29.676397063780545,70.16260592885573,36.91177091798467,0.2599291640505096,8.328453356594183,70.04395523761724,38.38738653561637,0,0.9200107299513873,0,1
